communityname,state,countyCode,communityCode,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,ViolentCrimesPerPop
Gallowaytownship,NJ,,25560,,23330,2.94,7.36,88.58,2.67,3.69,17.84,34.05,18.86,6.76,14937,64.02,41944,87.6,0.57,36.52,18.29,3.11,12.87,45986,16302,16234,17942,15871,16840,10114,12351,927,4.35,5.04,18.12,20.42,4.1,69.92,5.53,17.93,9.45,23.81,8.22,36.33,10.33,9.3,3.13,79.01,75.91,88.27,78.78,63.41,71.3,330,2.48,970,6.08,13.09,25.46,28.87,0.25,0.54,1.06,1.2,90.82,,4.35,3.14,2.69,2.8,2.45,71.76,2.19,47.98,,932,89.49,68.94,0.86,38.3,1982,1.68,0.42,86200,111300,142800,56600,548,619,675,127,727,24.3,23.1,12.8,,,4.16,62.31,40.26,66.89,88.65,,,,,,,,,,,,,,,,,,93.6,249.1,1.66,,,,,,,251.24
Sweetwatercity,TX,,,,11967,2.62,5.57,73.69,0.15,28.98,14.86,25.11,11.97,14.7,,,19157,70.65,2.29,27.47,34.87,8.36,11.19,23440,9210,10689,4548,6947,20000,4989,5067,2689,23.02,19.73,41.2,11.11,8.51,53.98,16.21,25.88,19.92,17.54,9.2,21.96,11.64,10.51,3.17,75.23,70.05,77.81,67.66,59.72,65.79,200,1.79,298,2.68,9.06,20.81,23.49,0.07,0.23,0.52,0.58,75.44,1.76,6.79,4.78,2.58,2.57,2.62,65.95,6.25,54.98,,721,86.35,66.37,4.85,55.2,1956,13.7,0.64,15700,27200,44000,28300,125,198,259,134,282,27.9,18.6,13.6,,,2.49,84.15,53.48,79.79,96.69,,,,,,,,,,,,,,,,,,,1329.7,0.58,,,,,,,934.12
Portsmouthcity,NH,15,62900,,25925,2.51,4.6,92.63,1.72,,11.14,31.18,13.86,10.56,25925,100,30591,81.43,0.27,48.5,22.76,4.68,18.47,34344,15557,16023,9962,13228,8918,9553,10589,1659,6.68,3.63,11.2,26.55,5.12,69.93,14.9,21.93,9.61,31.3,10.7,34.38,14.26,12.53,2.99,75.93,75.06,82.78,76.76,67.76,75.1,286,1.69,1047,8.98,14.14,24.64,30.47,0.36,0.57,,1.23,93.41,0.8,2.87,1.8,2.39,2.44,2.35,42.77,1.7,57.38,,1040,90.85,41.88,2.5,44.33,1950,2.85,0.36,110300,137600,168500,58200,390,497,623,233,553,26.4,23.7,13.8,65,,4.04,32.62,39.91,59.25,64.89,,,,,,,,,,,,,,,,,,16.2,1602.6,0.99,,,,,,,377.97
Hulltown,MA,23,31645,,10466,2.76,0.89,98.1,0.64,1.08,12.65,27.85,12.66,9.99,10466,100,37683,82.3,0.16,37.59,23.68,7.14,13.67,42734,16907,17090,9295,26321,10134,930,6835,838,8.02,3.69,14.63,19.66,7.31,65.59,11.39,22.02,11.41,29.52,10.51,36.62,14.04,12.32,3.24,70.43,67.48,89.89,69.84,50.68,65.72,213,2.85,564,3.72,8.33,15.6,23.58,0.2,0.45,0.84,1.27,91.99,1.02,7.07,5.1,2.73,2.85,2.5,69.74,1.21,37.96,,1468,72.07,66.9,13.56,56.4,1945,1.11,1.2,125900,152800,192200,66300,509,658,842,333,797,29.4,24,12.9,56,,5.39,78.48,59.52,74.64,92.12,,,,,,,,,,,,,,,,,,3.1,3397.6,8.66,,,,,,,889.65
Scotttownship,PA,,68388,,17118,2.29,0.59,97.87,1.37,0.55,8.93,23.8,10.63,16.44,17118,100,34644,78.61,0.83,63.01,30.83,2.46,20.56,42345,18380,17805,13019,1750,57759,5100,17215,687,4.13,6.29,16.84,29.72,3.05,63.85,10.36,27.88,7.48,36.25,6.63,31.24,8.77,7.8,2.89,83.2,82.4,93.88,78.67,66.07,71.98,94,0.77,526,6.27,10.27,19.39,23.38,0.19,0.32,0.6,0.72,93.6,0.48,1.83,1.12,2.23,2.46,1.73,74.91,0.64,49.13,,323,95.86,67.78,0.31,30.03,1958,0.62,0.14,55000,69000,87800,32800,359,465,547,188,520,21.6,19.7,13.6,,,3.07,84.64,61.22,88.89,94.24,,,,,,,,,,,,,,,,,,4.1,4180.8,11.76,,,,,,,40.21
Pittsfieldtownship,MI,161,64560,,17668,2.52,16.58,78.17,4.04,2.1,12.19,38.26,18.04,4.7,12456,70.5,34639,90.23,0.49,42.93,10.11,3.63,7.36,45597,16936,17590,14319,18757,15891,10425,11734,1522,9.33,3.49,12.12,38.51,3.78,71.33,19.48,35.05,6.88,38.1,9.89,42.59,12.66,11.31,3.01,74.43,73.64,85.57,76.42,65.42,73.58,519,5.53,1450,23.72,31.93,38.07,49.79,1.95,2.62,3.12,4.09,88.94,0.93,3.71,2.15,2.33,2.95,1.93,50.21,2.54,66.88,,774,90.07,39.76,0.13,26.49,1975,2.34,,94300,118800,147400,53100,471,531,595,124,585,24.5,21.8,14,,,8.21,60.66,29.96,60.74,81.92,,,,,,,,,,,,,,,,,,29.1,606.6,2.48,,,,,,,
Duncanvillecity,TX,,,,35748,2.86,12.06,82.54,2.14,6.65,16.21,26.78,12.34,6.32,35748,100,41028,88.18,1.02,46.43,16.44,2.52,12.66,46108,17060,17853,12576,18319,17993,12205,11526,1343,3.78,3.75,12.99,29.02,4.57,72.16,13.67,22.5,10.66,32.53,8.16,24.47,13.94,11.2,3.22,78.22,76.06,86.43,76.93,62.9,73.78,437,1.81,1211,5.95,11.31,25.85,37.74,0.2,0.38,0.88,1.28,92.84,0.56,4.24,3.42,2.85,2.96,2.62,70.39,3.35,27.98,,849,93.64,67.72,0.59,24.62,1975,1.87,0.18,65300,86200,117500,52200,349,456,553,204,529,26.2,19.9,11.3,,,3.39,63.45,52.65,83.13,91.59,,,,,,,,,,,,,,,,,,11.7,3057.5,0.89,,,,,,,465.96
Mexicocity,MO,,,,11290,2.46,9.4,89.79,0.46,0.42,12.46,22.35,10.15,19.43,,,23744,68.16,2.2,39.67,38.89,8.81,19.86,29171,12249,12818,6661,8590,21754,,5101,1560,14.35,15.1,30.01,13.93,4.48,55.04,21.38,28.97,18.04,24.52,9.36,21.41,11.56,10.57,2.91,71.5,69.43,79.65,78.06,65.7,77.08,211,2.12,98,17.35,21.43,21.43,21.43,0.15,0.19,0.19,0.19,97.76,0.13,3.16,2.18,2.35,2.38,2.29,68.71,1.63,51.98,,431,91.41,67.81,1.86,50.58,1958,7.3,0.28,25900,38300,55900,30000,118,193,252,134,285,25.8,14.5,12,,,0.87,81.96,56.53,82.64,93.14,,,,,,,,,,,,,,,,,,10.3,1098.7,0.63,,,,,,,150.04
NewProvidenceborough,NJ,39,51810,,11439,2.7,0.54,94.18,4.9,2.7,9.9,21.33,10.02,12.28,11439,100,62420,84.14,0.96,70.06,25.1,2.04,18.5,70618,29773,30089,43680,7250,26588,12518,16825,278,2.45,4.91,9.49,48.6,2.71,69.32,12.85,24.24,4.86,43.97,4.13,26.68,7.31,5.8,3.1,90.92,90.33,93.16,88.69,56.45,66.83,32,0.38,1431,11.04,14.81,24.18,28.65,1.38,1.85,3.02,3.58,85.44,1.23,3.2,2.45,2.68,2.87,2.06,81.13,0.64,25.71,,84,98.06,75.52,1.19,38.1,1957,0.52,0.58,205800,246400,295300,89500,607,702,959,352,757,24.9,21.2,12.7,,,12.51,52.16,65.66,79.06,90.11,,,,,,,,,,,,,,,,,,3.8,3001.1,7.98,,,,,,,49.56
Barnstabletown,MA,,3635,,40949,2.47,2.7,94.53,0.7,1.71,10.8,21.74,10.33,18.13,34156,83.39,33411,70.54,0.81,40.18,34.53,5.68,22.03,40299,17376,17706,13168,15024,7154,10329,8807,2711,6.78,2.92,11.27,28.3,7.22,57,9.39,21.91,9.22,28.85,8.97,27.98,12.63,10.93,2.89,71.82,71.66,77.79,74.63,61.24,68.72,609,1.87,2264,16.17,24.91,29.46,31.8,0.89,1.38,1.63,1.76,91.53,1.06,3.41,2.43,2.4,2.47,2.23,72.88,1.46,37.53,,6769,71.04,70.86,0.96,45.5,1973,1.71,0.3,128400,160000,221000,92600,419,575,689,270,673,31.8,26.1,14.2,273,,5.53,67.37,52.01,78.56,89.51,,,,,,,,,,,,,,,,,,62.2,658.2,1.18,,,,,,,1812.62
Rutherfordborough,NJ,,65280,,17790,2.66,3.01,89.39,6.45,5.78,13.83,26.56,14.04,14.38,17790,100,46499,79.61,0.47,61.29,33.05,2.85,18.89,55878,20579,21350,13332,,14364,14682,16028,637,3.68,7.01,16.92,32.44,4.17,62.97,15.59,22.68,8.9,35.29,5.77,35.32,8.77,7.38,3.17,84.36,83.65,90.18,90.84,57.16,69.23,156,1.33,2857,16.94,22.23,30.1,34.93,2.72,3.57,4.83,5.61,80.05,3.21,5.08,3.55,2.59,2.84,2.05,74.78,,45.19,,536,92.58,68.15,2.99,42.16,1939,1.09,0.14,181000,206200,241300,60300,489,618,732,243,681,24.9,21.6,15.6,,,16.06,60.14,68.6,79.74,88.58,,,,,,,,,,,,,,,,,,2.9,6118.4,18.82,,,,,,,129.13
Portlandcity,OR,,,,437319,2.34,7.67,84.64,5.3,3.17,11.86,25.57,12.29,12.83,437398,100,25592,75.66,0.75,43.45,26.59,6.9,15.46,32424,14478,15527,8075,8653,9400,8390,8147,62058,14.53,5.62,17.1,25.95,6.16,62.61,15.11,26.06,14.43,29.23,14.55,35.03,17.45,16.07,2.96,66.43,63.51,76.28,67.2,61.73,70.4,11790,3.97,33601,22.36,29.91,38.56,50.21,1.72,2.3,2.96,3.86,90.01,2.17,,2.88,2.27,2.47,2.05,57.6,3.49,56.17,,11100,94.4,52.98,5.5,30.54,1947,4.47,0.64,44500,59200,83300,38800,269,340,418,149,397,25.8,20.2,14.3,1553,149,7.68,47.82,46,76.24,85.35,769,167.68,684,149.14,325000,70864.3,422.6,167.7,91.4,92.46,3.12,1.95,1.69,6.76,37,,130,129.1,3386.2,11.41,345,58562444,88.95,,4.81,127691.9,1841.38
Manassascity,VA,683,48952,,27957,2.95,10.33,83.46,3.1,5.73,13.21,31.92,14.16,4.39,27957,100,46674,92.92,0.47,41.6,9.66,3.24,11.41,51045,18554,19553,13169,31782,14049,11564,14063,1028,3.79,6.16,15.79,25.82,3.3,77.22,6.84,18.85,10.09,32.1,9.75,29.75,12.3,11,3.27,81.33,79.06,88.45,79.22,65.68,74.66,474,2.8,2129,12.54,28.79,41.94,58.85,0.96,2.19,3.19,4.48,89.45,2.59,6.1,4.66,2.88,2.95,2.74,67.75,3.13,32.6,,751,92.66,66.11,1.46,21.3,1981,4.11,0.51,116600,150700,185400,68800,522,603,693,171,695,25.5,25.3,13.7,,,7.62,37.57,29.6,47.71,74.55,,,,,,,,,,,,,,,,,,10.4,2695.4,,,,,,,,301.31
Torrancecity,CA,,,,133107,2.53,1.45,72.98,21.86,10.07,11.6,25.37,11.61,10.78,133107,100,47204,82.7,0.67,51.28,20.54,4.3,14.75,55678,22095,23111,23117,21263,19955,13172,14736,6791,5.15,3.85,12.38,31.23,3.95,67.04,25.49,18.92,6.72,37.65,9.77,32.32,13.42,11.64,3.04,79.26,77.43,92.28,78.84,57.54,66.06,1217,1.37,29516,22.23,32.19,43.13,51.23,4.93,7.14,9.56,11.36,72.79,5.83,4.13,2.82,2.51,2.7,2.27,60.49,6.41,52.31,,2312,95.79,56.29,1.56,16.65,1961,1.2,0.27,272900,340000,420200,147300,610,740,935,325,795,26.9,23.1,11.2,,18,22.17,41.72,49.81,82.48,85.95,194,139.65,187,134.62,64800,46647.6,334,139.7,82.16,90.21,1.55,5.67,2.06,9.28,,,292.5,21.3,6260.9,1.53,100,23400000,96.39,10,4.12,168449.5,620.53
SouthJordancity,UT,,,,12220,4.32,0.06,98.01,0.86,2.06,21.23,28.04,12.06,3.71,12220,100,43804,90.99,2.87,42.37,13.46,3.16,11.56,45205,10626,10712,,13712,10702,2725,6068,392,3.21,1.7,9.1,22.85,3.21,70.81,14.63,22.76,11.33,29.15,3.1,26.33,5.09,4.1,4.5,93.07,91.5,97.66,94.24,49.8,62.54,45,0.44,146,,,,4.79,,,,0.06,96.76,0.84,31.58,29.55,4.32,4.38,3.72,92.3,4.84,12.48,,56,98.06,91.06,7.14,60.71,1979,0.6,0.42,78000,93900,118500,40500,257,367,544,287,512,21.7,23.3,12.8,,,1.19,75.24,51.42,88.33,92.45,,,,,,,,,,,,,,,,,,20.9,585.8,1.27,,,,,,,190.84
RedwoodCitycity,CA,,,,66072,2.59,3.64,82.76,6.32,24.12,11.09,27.2,12.24,10.46,66072,100,42962,81.45,0.5,49.19,21.07,5.3,14.76,49851,20292,21670,12013,10809,19598,9281,9950,5328,8.3,8.12,18.45,27.09,3.82,69.14,16.31,21.5,10.24,29.66,11.56,35,15.3,13.43,3.08,72.39,69.83,83.7,74.85,70.99,73.54,1394,3.48,15722,18.78,29.78,41.39,51.48,4.47,7.09,9.85,12.25,69.2,7.86,7.25,4.67,2.52,2.54,2.51,51.04,10.47,61.71,,1354,94.96,50.78,0.59,15.81,1961,1.85,0.58,274700,349500,442200,167500,558,670,883,325,728,28.6,28.2,12,91,125,23.8,50.11,46.52,77.2,88.9,,,,,,,,,,,,,,,,,,19.7,3349.1,3.85,,,,,,,726.59
Lancastertownship,PA,71,41224,,13187,2.47,3.03,93.76,1.36,3.4,10.16,23.25,10.96,18.77,12895,97.79,35855,76.78,0.32,61.86,30.74,4.14,21.23,42245,18645,19257,11353,,6595,9899,9070,771,6.27,10.36,21.66,27.84,3.31,62.15,22.62,29.11,14.22,32.72,8.14,24.65,10.71,9.55,2.81,77.84,75.4,85.65,73.14,70.99,75.28,169,1.77,696,15.52,25.43,30.17,37.79,0.82,1.34,1.59,1.99,89.75,0.76,2.85,1.89,2.32,2.57,1.95,65.72,1.16,40.69,,199,96.4,59.31,0.5,25.63,1961,0.41,0.09,70700,92700,140300,69600,403,458,535,132,534,25.1,20.2,11.7,,,5.28,74.75,49.01,82.92,89.32,,,,,,,,,,,,,,,,,,6.3,2104.5,1.68,,,,,,,74.56
Algonquinvillage,IL,,,,11663,3.01,0.17,98.04,1.29,1.73,11.76,23.99,9.12,4.82,11705,100,53665,94.1,1.08,57.19,13.23,0.18,9.95,55955,19255,19257,21002,900,26681,17642,14413,193,1.65,1.77,9.45,32.89,2.29,75.69,21.62,17.69,9.29,33.16,5.53,20.64,6.77,6.16,3.32,92.11,91.8,98.59,88.86,53,60.18,34,0.48,528,0.95,6.63,11.17,16.86,0.04,0.3,0.51,0.76,93.59,0.26,3.95,3.33,3.01,3.11,2.15,92.43,0.93,20,,100,97.48,89.42,,31,1980,0.93,0.28,109900,133300,160300,50400,399,472,581,182,527,20.5,23.9,13.5,,,4.51,70.13,43.22,55.18,90.13,,,,,,,,,,,,,,,,,,5.4,2148.7,3.2,,,,,,,
Tukwilacity,WA,,,,11874,2.11,6.36,82.79,7.41,3.67,10.54,30.87,14.08,8.16,11874,100,30141,84.74,0.32,39.91,16.5,6.21,13.6,33460,15982,16824,12820,9296,13147,6981,9775,1103,9.33,4.32,15.18,19.28,4.77,72.35,24.5,14.08,14.47,24.17,18.11,38.73,20.19,19.11,2.84,64.7,62.08,78.45,65.34,58.72,68.84,217,2.95,834,21.94,35.73,45.08,52.04,1.54,2.51,3.17,3.66,89.93,1.58,3.52,1.79,2.09,2.36,1.92,44.26,4.31,71.75,,333,94.42,39.32,0.3,21.62,1970,2.68,,73100,93900,121900,48800,374,433,512,138,488,22.9,19.2,11.4,,,7.02,51.78,39.89,75.63,83.39,,,,,,,,,,,,,,,,,,8.5,1404.9,8.04,,,,,,,1634.34
Dublincity,CA,,,,23229,3.42,11.49,77.75,6.04,10.46,12.28,31.36,14.01,3.15,23229,100,53710,91.86,0.9,48.86,11.54,4.19,11.37,55924,17056,19305,5883,9684,16258,8011,10668,794,4.23,1.9,14.13,24.07,3.52,59.36,14.86,16.05,7.69,30.94,13.11,38.1,14.43,13.69,3.2,82.44,80.04,90.2,82.85,66.41,72.22,1030,6.51,1928,7.94,14.83,25.99,32.57,0.66,1.23,2.16,2.7,86.56,1.48,5.32,4.13,2.86,2.96,2.69,67.22,2.59,26.14,,190,97.28,65.13,,11.05,1972,0.6,0.09,207500,240900,304200,96700,702,811,931,229,884,26.5,26.6,12.3,,,8.3,55.25,37.34,59.44,85.53,,,,,,,,,,,,,,,,,,8.9,2618.2,2.12,,,,,,,251.23
Breacity,CA,,,,32873,2.69,1.08,86.96,6.22,15.45,13.3,27.95,13.44,8.62,32873,100,51253,86.4,0.36,49.51,18.84,3.54,13.79,58187,21407,22025,18108,17265,18521,15469,14209,1160,3.55,4.6,12.59,30.99,3.31,72.58,21.6,21.65,8.8,36.82,8.96,31.27,12.71,10.85,3.15,82.69,79.27,90.91,83.82,58.41,69.6,266,1.23,4092,14.78,24.07,33.87,39.98,1.84,,4.22,4.98,83.1,3.36,5.72,4.16,2.68,2.91,2.28,68.99,5.15,45.05,,424,96.65,63.51,3.3,16.51,1974,1.28,0.21,205000,264000,332600,127600,602,701,870,268,749,26.8,23.6,10.8,,,12.45,49.29,48.98,75.79,90.35,,,,,,,,,,,,,,,,,,10.3,3178,0.75,,,,,,,367.33
NorthAugustacity,SC,,,,15351,2.45,15.59,83.14,0.99,0.67,13.39,28.11,12.4,11.49,15366,100,32877,82.64,0.94,39.95,24.31,3.89,17.85,38190,16134,17705,7471,10246,24341,16367,21520,1413,9.28,5.83,18.08,25.47,3.62,65.69,19.93,24.57,11.23,33.68,10.03,25.87,14.45,12.39,2.99,72.42,69.84,84.46,71.03,65.46,70.59,640,5.59,232,13.79,13.79,18.1,22.84,0.21,0.21,0.27,0.35,97.96,0.15,3.02,2.07,2.43,2.59,2.16,67.4,1.82,45.66,,536,92.13,63.34,2.61,28.54,1966,2.98,0.12,50800,67700,90200,39400,245,328,388,143,422,21.4,16.6,12,,,1.51,21.98,51.15,74.62,78.91,,,,,,,,,,,,,,,,,,17,904.5,0.16,,,,,,,560.56
Tallahasseecity,FL,,,,124773,2.47,29.09,68.24,1.75,,23.68,42.67,28.84,7.94,124773,100,23453,85.3,0.67,38.24,17.18,4.59,11.89,34764,13247,15763,7676,11546,10151,8050,9096,25518,22.32,5.59,14.48,40.72,5.56,63.45,3.6,33.42,6.23,37.49,9.32,48.87,13.45,11.51,2.93,61.16,57.44,70.74,62.15,72.28,78.45,5233,7.88,5615,24.42,32.56,43.94,52.06,1.1,1.47,1.98,2.34,92.68,0.85,3.55,1.92,2.26,2.48,2.08,49.61,4.27,58.18,,4779,91.35,45.17,2.24,16.91,1974,3.43,0.27,52100,72400,99000,46900,265,353,449,184,444,31.2,19.4,12.8,148,30,4.5,48.67,34.91,58.18,81.03,288,212.14,275,202.56,280695,206759.8,974.6,212.1,87.98,71.97,18.15,1.59,,19.75,19,,109.8,65.6,1903.4,2.82,218,18107294,95.49,,6.6,133378.2,1981.45
Princetonborough,NJ,21,60900,,12016,3.68,8.51,82.51,7.07,5.13,35.5,53.13,43.59,9.15,,,43092,79.6,0.22,66.08,26.4,2.6,15.66,60927,21551,24230,10497,10973,7315,5790,7352,687,9.64,7.05,11.6,66.02,3.21,57.12,6.79,62.67,2.64,50.5,4.26,67.29,7.75,5.92,2.79,78.23,75.42,84.53,82.2,58.73,66.72,116,2.58,2061,29.55,48.52,54.25,59.19,5.07,8.32,9.3,10.15,80.21,2.43,3.75,2.17,2.16,2.38,,47.48,2.85,48.12,,249,92.91,43.19,4.82,34.54,1939,0.46,,206700,286400,439200,232500,469,673,894,425,740,23.6,21.4,14.9,,,17.15,21.23,30.25,41.08,49.8,,,,,,,,,,,,,,,,,,1.9,6306.9,5.17,,,,,,,83.89
Menomoniecity,WI,33,51025,,13547,3.13,1.2,94.56,3.5,0.82,31.69,52.12,42.5,9.81,,,21392,76.91,0.99,53.73,26.53,6.35,14.03,31331,9573,9874,3661,5860,2605,11646,8089,3066,28.82,12.93,19.79,30.23,7.56,54.07,16,29.64,11.01,26.8,4.27,60.91,6.21,5.29,2.99,75.39,75.76,77.8,70.89,64.79,71.28,172,2.52,446,31.61,35.43,48.43,57.17,1.04,1.17,1.59,1.88,94.38,0.85,3.8,3.93,2.46,2.51,2.42,45.57,2.54,54.17,,216,95.24,44.64,0.46,39.81,1966,1.36,0.15,40900,53400,69400,28500,227,297,381,154,366,32,16.3,12.8,,,3.29,62.41,31.89,47.27,77.2,,,,,,,,,,,,,,,,,,11.7,1161.2,0.22,,,,,,,39.87
Sturgiscity,MI,149,76960,,10130,2.56,0.75,97.92,0.62,1.33,13.6,26.4,11.91,14.14,,,23642,72.1,0.37,36.01,34.62,7.37,17.03,30382,11981,12088,4239,11079,11351,4350,4749,1176,11.86,10.41,25.24,12.26,5.25,60.57,38.51,17.43,29.51,17.43,11.21,25.77,15.88,13.78,3.08,67.94,66.02,74.81,77.51,71.32,75.33,68,0.82,205,15.61,27.32,33.66,33.66,0.32,0.55,0.68,0.68,96.1,0.25,3.99,2.73,2.5,2.71,2.16,66.93,1.54,45.7,,193,95.35,61.64,1.04,23.32,1950,13.48,0.17,30400,40200,57000,26600,212,275,331,119,322,26.5,16.8,13.5,,,2.02,64.57,54.96,84.78,90.51,,,,,,,,,,,,,,,,,,5.3,1925.9,0.09,,,,,,,
Alpharettacity,GA,,,,13002,2.47,2.55,95.22,1.36,1.85,11.05,27.67,11.56,6.1,12814,98.55,44335,89.31,1.35,45.26,14.97,1.94,8.92,49356,20519,20840,14018,14594,19440,10159,13921,481,3.73,2.21,7.51,36.94,2.63,75.34,11.98,17.67,4.96,37.48,9.76,24.84,15.61,12.84,2.95,80.28,80.8,92.68,74.03,57.84,67.58,89,1.15,634,24.45,38.49,48.58,53,1.19,1.88,2.37,2.58,91.65,1.21,2.05,1.41,2.45,2.67,2.15,62.19,1.01,46.15,,622,89.43,57,0.48,16.88,1985,0.19,0.25,87600,119800,169200,81600,493,548,612,119,630,22.8,24.1,12.6,,,4.88,35.31,30.38,47.97,66.1,,,,,,,,,,,,,,,,,,19.7,659.9,1.14,,,,,,,60.9
Jeffersontownship,NJ,27,34980,,17825,2.82,0.76,98.02,0.81,2.23,12.38,24.91,11.1,7.36,7850,44.04,48889,88.72,0.38,51.57,17.62,2.86,14.05,52590,19810,19860,14616,31077,14199,27302,19877,431,2.43,5.05,12.9,25.01,2.94,74.05,14.69,21.66,10.86,30.03,7.96,27.12,9.33,8.64,3.21,86.32,84.47,95.42,75.55,56.44,68.7,64,0.58,805,0.99,3.6,7.95,8.82,0.04,0.16,0.36,0.4,92.14,0.85,3.94,3.08,2.81,2.89,2.3,88.34,1.18,36.84,,785,88.97,85.78,2.55,75.92,1961,1.17,1.01,130100,161200,194400,64300,512,639,819,307,788,28,24.9,16.1,,,4.52,69.96,63.58,80.14,93.73,,,,,,,,,,,,,,,,,,42.2,422.4,2.22,,,,,,,70.4
StevensPointcity,WI,97,77200,,23006,2.79,0.51,95.73,2.79,0.85,25.97,45.62,33.52,11.04,,,22194,74.76,0.69,53.59,30.43,7.35,14.93,30450,10282,10561,4210,3945,2458,6636,5233,4265,21.61,11.51,20.01,23.91,5.96,56.4,12.49,31.46,15.09,25.16,5.65,53.01,7.78,6.76,2.97,73.08,74.2,79.08,72.98,66.73,70.83,257,1.76,792,60.86,69.19,72.22,78.91,2.1,2.38,2.49,2.72,91.29,1.24,4.06,3.04,2.38,2.47,2.29,53.51,1.96,50.04,,382,95.57,51.58,0.79,23.3,1956,2.55,0.07,41100,51400,65800,24700,251,319,395,144,379,27.5,19.9,14.5,21,,3.44,79.03,40.95,60.02,89.94,,,,,,,,,,,,,,,,,,13.9,1660.1,0.56,,,,,,,242.54
Woodlandcity,CA,,,,39802,2.8,1.26,77.47,3.07,26.16,13.77,26.89,12.18,9.84,,,31671,78.68,1.64,37.06,22.64,10.34,13.9,36935,13854,15269,8174,12921,9945,8487,9389,3727,9.59,10.84,23.84,17.03,7.85,64.24,11.76,26.08,15.54,22.7,10.75,26.88,15.27,13.1,3.2,72.38,68.95,80.12,77.49,65.31,74.67,772,2.55,4230,13.24,20.95,28.72,36.78,1.41,2.23,3.05,3.91,77.93,5.43,6.49,4.78,2.75,2.81,2.66,58.53,9.71,48,,620,95.82,57.19,1.94,23.87,1972,4.04,0.36,101200,131300,164100,62900,350,431,514,164,484,26.1,21.8,11.4,57,,10.63,60.72,43.89,76.24,90.8,,,,,,,,,,,,,,,,,,9.5,4187.9,0.6,,,,,,,574.24
NorthBrunswicktownship,NJ,23,52560,,31287,2.71,11.07,80.05,6.81,5.81,13.41,29.96,14.37,8.64,31287,100,49900,87.07,0.56,53.16,20.78,3.06,12.25,57156,21734,22709,16857,15970,21284,12197,14576,786,2.67,6.11,16.13,32.71,3.08,70.47,19.2,22.93,11.37,33.94,7.57,34.89,10.25,8.91,3.04,81.65,79.76,91.14,86.01,67.83,74.43,478,2.71,4686,15.39,26.12,35.02,42.77,2.3,3.91,5.24,6.41,79.26,3.33,3.43,2.48,2.55,2.77,2.16,69.98,2.88,55.58,,631,94.82,64.55,1.11,29.32,1975,0.62,0.12,142900,179800,235100,92200,558,662,807,249,735,24.9,23.1,15.4,,,14.98,54.61,48.19,73.61,84.95,,,,,,,,,,,,,,,,,,12.5,2508.1,8.09,,,,,,,288.37
